,product_id,material
568,EC-215-X250X-C-1-XB04X,Gold
569,EC-235-X080X-A-1-XC01X,Silicon
570,EC-247-X125X-C-1-XC11X,Gold
571,EC-288-X080X-A-1-XC33X,Silicon
572,EC-935-X080X-A-1-XB06X,Silicon
573,EC-216-X032X-C-1-XC02X,Gold
574,EC-215-X032X-C-1-XC01X,Gold
575,EC-215-X200X-A-1-XC72X,Silicon
576,EC-215-X032X-A-1-XC72X,Silicon
577,EC-215-X250X-A-1-XC72X,Silicon
578,EC-216-X065X-C-3-XC32X,Gold
579,EC-821-X050X-A-1-XC49X,Silicon
580,EC-215-X015X-C-1-XC02X,Gold
581,EC-821-X040X-A-1-XC49X,Silicon
582,EC-215-X040X-A-1-XC61X,Silicon
583,EC-234-X025X-A-5-XC01X,Silicon
584,EC-821-X065X-C-1-XD49X,Gold
585,EC-823-X010X-A-1-XB04X,Silicon
586,EC-215-X200X-A-1-XC32X,Silicon
587,EC-288-X065X-C-1-XD31X,Gold
588,EC-216-X065X-A-1-XC71X,Silicon
589,EC-216-X080X-A-1-XC71X,Silicon
590,EC-821-X080X-A-2-XC49X,Silicon
591,EC-821-X040X-C-1-XD49X,Gold
592,EC-823-X025X-A-1-XB05X,Silicon
593,EC-821-X300X-A-1-XC51X,Silicon
594,EC-935-X050X-A-1-XB06X,Silicon
595,EC-821-X080X-C-2-XD49X,Gold
596,EC-234-X150X-A-1-XC01X,Silicon
597,EC-215-X020X-A-1-XC41X,Silicon
598,EC-447-X125X-A-2-XC72X,Silicon
599,EC-216-X080X-A-1-XC42X,Silicon
600,EC-235-X150X-C-1-XC01X,Gold
601,EC-821-X065X-C-2-XD49X,Gold
602,EC-216-X020X-A-1-XC42X,Silicon
603,EC-287-X020X-C-1-XC31X,Gold
604,EC-821-X025X-A-1-XC68X,Silicon
605,EC-935-X040X-A-1-XB06X,Silicon
606,EC-288-X025X-A-1-XC31X,Silicon
607,EC-821-X050X-C-2-XD49X,Gold
608,EC-821-X125X-C-1-XD43X,Gold
609,EC-215-X200X-C-1-XB05X,Gold
610,EC-247-X150X-C-1-XC11X,Gold
611,EC-215-X150X-A-1-XC41X,Silicon
612,EC-216-X250X-A-1-XB05X,Silicon
613,EC-216-X100X-A-2-XC02X,Silicon
614,EC-216-X200X-C-1-XB24X,Gold
615,EC-247-X100X-C-3-XC11X,Gold
616,EC-821-X150X-C-1-XC59X,Gold
617,EC-216-X015X-A-1-XC31X,Silicon
618,EC-234-X040X-C-1-XD01X,Gold
619,EC-287-X065X-A-1-XC33X,Silicon
620,EC-447-X065X-A-2-XP72X,Silicon
621,EC-215-X080X-A-1-XC72X,Silicon
622,EC-447-X040X-A-1-XC72X,Silicon
623,EC-215-X100X-A-1-XC91X,Silicon
624,EC-216-X200X-A-1-XC31X,Silicon
625,EC-272-X200X-A-1-XB16X,Silicon
626,EC-216-X020X-A-1-XC41X,Silicon
627,EC-821-X150X-A-1-XC49X,Silicon
628,EC-216-X015X-A-1-XC32X,Silicon
629,EC-216-X020X-A-1-XC32X,Silicon
630,EC-935-X100X-A-1-XB06X,Silicon
631,EC-215-X080X-C-1-XD01X,Gold
632,EC-821-X150X-C-1-XD43X,Gold
633,EC-216-X150X-A-1-XC71X,Silicon
634,EC-821-X032X-C-1-XD68X,Gold
635,EC-821-X080X-C-1-XD68X,Gold
636,EC-274-X040X-A-1-XB16X,Silicon
637,EC-235-X050X-A-1-XC01X,Silicon
638,EC-216-X125X-A-1-XC02X,Silicon
639,EC-274-X065X-A-1-XB16X,Silicon
640,EC-215-X080X-C-2-XC02X,Gold
641,EC-274-X080X-A-2-XB16X,Silicon
642,EC-821-X020X-F-2-XE50X,Aluminium
643,EC-821-X020X-I-2-XE50X,Tin
644,EC-821-X080X-I-1-XE49X,Tin
645,EC-821-X080X-F-2-XE49X,Aluminium
646,EC-287-X250X-A-1-XC33X,Silicon
647,EC-216-X200X-A-1-XC71X,Silicon
648,EC-216-X100X-A-1-XC71X,Silicon
649,EC-216-X100X-C-1-XC52X,Gold
650,EC-248-X125X-C-1-XC01X,Gold
651,EC-216-X200X-A-1-XB42X,Silicon
652,EC-821-X080X-A-2-XC48X,Silicon
653,EC-287-X250X-A-1-XC31X,Silicon
654,EC-821-X040X-A-2-XC48X,Silicon
655,EC-216-X125X-C-1-XC33X,Gold
656,EC-216-X015X-A-1-XC42X,Silicon
657,EC-215-X080X-A-1-XC22X,Silicon
658,EC-823-X050X-A-1-XC04X,Silicon
659,EC-287-X200X-A-1-XB33X,Silicon
660,EC-821-X040X-C-2-XD48X,Gold
661,EC-821-X065X-A-2-XC48X,Silicon
662,EC-234-X200X-A-1-XC04X,Silicon
663,EC-288-X200X-A-1-XC33X,Silicon
664,EC-821-X150X-A-1-XC48X,Silicon
665,EC-821-X100X-A-2-XC48X,Silicon
666,EC-821-X050X-A-2-XC48X,Silicon
667,EC-821-X250X-A-2-XC43X,Silicon
668,EC-821-X200X-A-1-XB43X,Silicon
669,EC-216-X125X-A-1-XC41X,Silicon
670,EC-821-X300X-A-3-XC43X,Silicon
671,EC-821-X040X-A-1-XC44X,Silicon
672,EC-821-X150X-A-4-XC43X,Silicon
673,EC-821-X200X-A-2-XC43X,Silicon
674,EC-821-X032X-C-2-XD50X,Gold
675,EC-821-X040X-C-2-XD50X,Gold
676,EC-821-X050X-C-2-XD50X,Gold
677,EC-821-X100X-C-2-XD43X,Gold
678,EC-821-X125X-C-2-XD43X,Gold
679,EC-821-X150X-C-2-XD43X,Gold
680,EC-821-X025X-A-2-XC50X,Silicon
681,EC-821-X032X-A-2-XC50X,Silicon
682,EC-821-X040X-A-4-XC50X,Silicon
683,EC-821-X050X-A-4-XC50X,Silicon
684,EC-821-X065X-A-2-XC49X,Silicon
685,EC-821-X080X-A-4-XC49X,Silicon
686,EC-821-X100X-A-2-XC43X,Silicon
687,EC-821-X125X-A-4-XC43X,Silicon
688,EC-821-X050X-A-1-XC44X,Silicon
689,EC-234-X150X-C-1-XD01X,Gold
690,EC-821-X100X-C-2-XD48X,Gold
691,EC-823-X065X-A-1-XB09X,Silicon
692,EC-215-X200X-C-1-XB04X,Gold
693,EC-215-X150X-C-1-XC32X,Gold
694,EC-247-X125X-C-1-XC01X,Gold
695,EC-216-X100X-A-3-XC02X,Silicon
696,EC-821-X065X-A-1-XC44X,Silicon
697,EC-248-X040X-C-2-XC11X,Gold
698,EC-248-X050X-C-2-XC11X,Gold
699,EC-248-X065X-C-2-XC11X,Gold
700,EC-248-X100X-C-2-XC11X,Gold
701,EC-247-X025X-C-2-XC11X,Gold
702,EC-247-X040X-C-3-XC11X,Gold
703,EC-215-X065X-C-1-XD01X,Gold
704,EC-215-X040X-C-1-XC71X,Gold
705,EC-821-X150X-A-1-XC44X,Silicon
706,EC-821-X200X-A-1-XC44X,Silicon
707,EC-216-X032X-C-1-XC01X,Gold
708,EC-215-X050X-C-1-XC71X,Gold
709,EC-215-X065X-C-1-XC71X,Gold
710,EC-821-X200X-C-1-XD43X,Gold
711,EC-823-X040X-A-1-XC04X,Silicon
712,EC-821-X020X-A-2-XC50X,Silicon
713,EC-215-X015X-A-1-XC72X,Silicon
714,EC-216-X065X-A-2-XC42X,Silicon
715,EC-235-X100X-A-1-XC01X,Silicon
716,EC-274-X150X-A-1-XB16X,Silicon
717,EC-235-X032X-A-1-XC01X,Silicon
718,EC-216-X015X-A-1-XC02X,Silicon
719,EC-821-X032X-C-2-XD48X,Gold
720,EC-821-X025X-C-3-XD50X,Gold
721,EC-215-X200X-C-1-XC71X,Gold
722,EC-447-X080X-A-2-XP72X,Silicon
723,EC-215-X100X-C-1-XD01X,Gold
724,EC-821-X125X-A-3-XC43X,Silicon
725,EC-302-X150X-A-1-XC01X,Silicon
726,EC-302-X200X-A-6-XC01X,Silicon
727,EC-215-X200X-A-2-XC04X,Silicon
728,EC-821-X080X-A-3-XC49X,Silicon
729,EC-821-X125X-A-6-XC43X,Silicon
730,EC-821-X150X-A-6-XC43X,Silicon
731,EC-302-X040X-A-1-XC01X,Silicon
732,EC-234-X200X-A-4-XC04X,Silicon
733,EC-302-X125X-A-1-XC11X,Silicon
734,EC-302-X080X-A-1-XC11X,Silicon
735,EC-215-X200X-A-3-XC04X,Silicon
736,EC-302-X300X-A-1-XB21X,Silicon
737,EC-630-X020X-A-1-XC2EX,Silicon
738,EC-240-X065X-A-2-XC02X,Silicon
739,EC-630-X025X-A-3-XC41X,Silicon
740,EC-630-X080X-A-1-XC41X,Silicon
741,EC-630-X032X-A-1-XC41X,Silicon
742,EC-630-X100X-A-2-XC2EX,Silicon
743,EC-240-X020X-A-2-XC02X,Silicon
744,EC-240-X065X-A-1-XC02X,Silicon
745,EC-240-X020X-A-1-XC02X,Silicon
746,EC-630-X080X-A-3-XC41X,Silicon
747,EC-630-X050X-A-6-XC2EX,Silicon
748,EC-630-X032X-A-3-XC2EX,Silicon
749,EC-630-X025X-A-1-XC41X,Silicon
750,EC-630-X032X-A-2-XC41X,Silicon
751,EC-630-X032X-A-1-XC2EX,Silicon
752,EC-630-X025X-A-1-XC2EX,Silicon
753,EC-630-X040X-A-2-XC2EX,Silicon
754,EC-630-X025X-A-4-XC41X,Silicon
755,EC-630-X080X-A-3-XC2EX,Silicon
756,EC-630-X020X-A-2-XC41X,Silicon
757,EC-240-X050X-A-1-XC02X,Silicon
758,EC-240-X050X-A-2-XC02X,Silicon
759,EC-630-X080X-A-1-XC2EX,Silicon
760,EC-630-X025X-A-5-XC2EX,Silicon
761,EC-240-X080X-A-1-XC02X,Silicon
762,EC-630-X032X-A-0-XC41X,Silicon
763,EC-630-X020X-A-2-XC2EX,Silicon
764,EC-630-X080X-A-2-XC2EX,Silicon
765,EC-630-X065X-A-3-XC2EX,Silicon
766,EC-240-X080X-A-2-XC02X,Silicon
767,EC-240-X080X-A-1-XC22X,Silicon
768,EC-630-X040X-A-9-XC41X,Silicon
769,EC-630-X020X-A-4-XC2EX,Silicon
770,EC-240-X150X-A-4-XC02X,Silicon
771,EC-630-X050X-A-5-XC41X,Silicon
772,EC-630-X050X-A-7-XC2EX,Silicon
773,EC-240-X100X-A-3-XC02X,Silicon
774,EC-630-X032X-A-6-XC2EX,Silicon
775,EC-240-X100X-A-4-XC02X,Silicon
776,EC-630-X025X-A-6-XC2EX,Silicon
777,EC-630-X065X-A-4-XC46X,Silicon
778,EC-630-X032X-A-5-XC2EX,Silicon
779,EC-630-X065X-A-1-XC2EX,Silicon
780,EC-630-X100X-A-4-XC2EX,Silicon
781,EC-630-X020X-A-7-XC41X,Silicon
782,EC-630-X080X-A-4-XC2EX,Silicon
783,EC-630-X080X-A-5-XC2EX,Silicon
784,EC-240-X020X-A-3-XC02X,Silicon
785,EC-240-X025X-A-1-XC02X,Silicon
786,EC-630-X025X-A-2-XC2EX,Silicon
787,EC-240-X032X-A-1-XC02X,Silicon
788,EC-240-X025X-A-5-XC02X,Silicon
789,EC-630-X050X-A-3-XC2EX,Silicon
790,EC-630-X050X-A-0-XC41X,Silicon
791,EC-630-X050X-A-2-XC2EX,Silicon
792,EC-240-X100X-A-1-XC02X,Silicon
793,EC-240-X020X-F-1-XE02X,Aluminium
794,EC-630-X040X-A-1-XC2EX,Silicon
795,EC-240-X025X-A-7-XC02X,Silicon
796,EC-240-X032X-A-2-XC02X,Silicon
797,EC-630-X065X-A-3-XC41X,Silicon
798,EC-630-X150X-A-1-XC2EX,Silicon
799,EC-240-X065X-A-1-XC22X,Silicon
800,EC-630-X040X-A-5-XC2EX,Silicon
801,EC-630-X025X-A-7-XC2EX,Silicon
802,EC-630-X025X-A-2-XC41X,Silicon
803,EC-630-X040X-A-8-XC41X,Silicon
804,EC-630-X040X-A-3-XC2EX,Silicon
805,EC-240-X125X-A-1-XC22X,Silicon
806,EC-630-X040X-A-6-XC2EX,Silicon
807,EC-630-X050X-A-4-XC2EX,Silicon
808,EC-630-X020X-A-3-XC2EX,Silicon
809,EC-630-X050X-A-5-XC2EX,Silicon
810,EC-240-X025X-A-8-XC02X,Silicon
811,EC-240-X050X-A-3-XC02X,Silicon
812,EC-630-X020X-A-5-XC2EX,Silicon
813,EC-630-X040X-A-4-XC2EX,Silicon
814,EC-630-X025X-A-0-XC41X,Silicon
815,EC-240-X065X-A-2-XC22X,Silicon
816,EC-240-X150X-A-3-XC02X,Silicon
817,EC-630-X032X-A-7-XC2EX,Silicon
818,EC-240-X050X-A-4-XC02X,Silicon
819,EC-240-X065X-A-3-XC02X,Silicon
820,EC-630-X032X-A-8-XC41X,Silicon
821,EC-630-X065X-A-1-XC41X,Silicon
822,EC-630-X032X-A-4-XC2EX,Silicon
823,EC-630-X040X-A-7-XC2EX,Silicon
824,EC-630-X100X-A-5-XC2EX,Silicon
825,EC-630-X050X-A-8-XC2EX,Silicon
826,EC-630-X080X-A-6-XC2EX,Silicon
827,EC-630-X065X-A-0-XC41X,Silicon
828,EC-630-X125X-A-1-XC2EX,Silicon
829,EC-630-X040X-A-0-XC41X,Silicon
830,EC-240-X025X-A-2-XC02X,Silicon
831,EC-630-X065X-A-5-XC2EX,Silicon
832,EC-630-X100X-A-6-XC2EX,Silicon
833,EC-240-X025X-A-9-XC02X,Silicon
834,EC-240-X025X-A-0-XC02X,Silicon
835,EC-630-X032X-A-8-XC2EX,Silicon
836,EC-630-X150X-A-2-XC2EX,Silicon
837,EC-630-X080X-A-7-XC2EX,Silicon
838,EC-630-X020X-A-6-XC2EX,Silicon
839,EC-630-X080X-A-6-XC41X,Silicon
840,EC-630-X065X-A-5-XC46X,Silicon
841,EC-240-X065X-A-4-XC21X,Silicon
842,EC-240-X015X-A-1-XC02X,Silicon
843,EC-240-X025X-A-4-XC02X,Silicon
844,EC-630-X032X-A-2-XC2EX,Silicon
845,EC-630-X040X-A-1-XC41X,Silicon
846,EC-630-X032X-A-8-XC01X,Silicon
847,EC-240-X032X-F-3-XE01X,Aluminium
848,EC-630-X065X-A-2-XC41X,Silicon
849,EC-240-X020X-F-7-XE02X,Aluminium
850,EC-240-X025X-A-6-XC02X,Silicon
851,EC-630-X065X-A-7-XC41X,Silicon
852,EC-630-X050X-A-4-XC41X,Silicon
853,EC-240-X100X-A-5-XC02X,Silicon
854,EC-240-X080X-A-2-XC22X,Silicon
855,EC-630-X025X-A-8-XC2EX,Silicon
856,EC-630-X080X-A-8-XC41X,Silicon
857,EC-630-X050X-A-2-XC41X,Silicon
858,EC-240-X150X-A-5-XC02X,Silicon
859,EC-240-X150X-A-6-XC02X,Silicon
860,EC-630-X040X-A-4-XC41X,Silicon
861,EC-630-X025X-A-7-XC41X,Silicon
862,EC-630-X150X-A-3-XC2EX,Silicon
863,EC-240-X025X-A-1-XC22X,Silicon
864,EC-630-X100X-A-3-XC2EX,Silicon
865,EC-630-X100X-A-1-XC2EX,Silicon
866,EC-630-X100X-A-8-XC41X,Silicon
867,EC-630-X020X-A-8-XC41X,Silicon
868,EC-630-X100X-A-7-XC2EX,Silicon
869,EC-240-X040X-A-1-XC02X,Silicon
870,EC-630-X020X-A-0-XC41X,Silicon
871,EC-630-X025X-A-8-XC41X,Silicon
872,EC-240-X080X-A-4-XC02X,Silicon
873,EC-630-X065X-A-9-XC41X,Silicon
874,EC-630-X100X-A-8-XC2EX,Silicon
875,EC-630-X050X-A-9-XC2EX,Silicon
876,EC-630-X100X-A-2-XC41X,Silicon
877,EC-630-X065X-A-3-XC46X,Silicon
878,EC-630-X025X-A-3-XC2EX,Silicon
879,EC-630-X050X-A-7-XC41X,Silicon
880,EC-240-X025X-A-2-XC22X,Silicon
881,EC-240-X100X-A-3-XC21X,Silicon
882,EC-240-X080X-A-3-XC02X,Silicon
883,EC-630-X080X-A-8-XC2EX,Silicon
884,EC-630-X050X-A-1-XC2EX,Silicon
885,EC-240-X150X-A-7-XC02X,Silicon
886,EC-630-X065X-A-7-XC2EX,Silicon
887,EC-240-X080X-A-5-XC02X,Silicon
888,EC-240-X065X-A-3-XC22X,Silicon
889,EC-630-X080X-A-0-XC41X,Silicon
890,EC-630-X025X-A-2-XC46X,Silicon
891,EC-630-X050X-A-0-XC2EX,Silicon
892,EC-240-X200X-A-1-XC02X,Silicon
893,EC-630-X125X-A-2-XC2EX,Silicon
894,EC-240-X100X-A-6-XC02X,Silicon
895,EC-630-X040X-A-8-XC2EX,Silicon
896,EC-630-X040X-A-9-XC2EX,Silicon
897,EC-240-X032X-A-5-XC02X,Silicon
898,EC-240-X080X-A-7-XC02X,Silicon
899,EC-240-X040X-A-2-XC02X,Silicon
900,EC-630-X065X-A-4-XC2EX,Silicon
901,EC-630-X150X-A-4-XC2EX,Silicon
902,EC-240-X020X-A-4-XC02X,Silicon
903,EC-240-X080X-A-6-XC02X,Silicon
904,EC-630-X040X-A-0-XC2EX,Silicon
905,EC-240-X040X-A-4-XC02X,Silicon
906,EC-630-X100X-A-9-XC2EX,Silicon
907,EC-630-X025X-A-9-XC2EX,Silicon
908,EC-240-X050X-A-5-XC02X,Silicon
909,EC-630-X065X-A-8-XC2EX,Silicon
910,EC-240-X040X-A-3-XC02X,Silicon
911,EC-630-X125X-A-3-XC2EX,Silicon
912,EC-935-X150X-A-1-XB00X,Silicon
913,EC-821-X015X-A-2-XC50X,Silicon
914,EC-935-X100X-A-1-XB00X,Silicon
915,EC-935-X200X-A-1-XB00X,Silicon
916,EC-302-X100X-A-1-XC06X,Silicon
917,EC-302-X200X-A-1-XC01X,Silicon
918,EC-272-X100X-A-2-XB16X,Silicon
919,EC-272-X065X-A-1-XB16X,Silicon
920,EC-935-X080X-A-1-XB00X,Silicon
921,EC-935-X200X-A-0-XB06X,Silicon
922,EC-215-X150X-F-2-XE01X,Aluminium
923,EC-215-X015X-A-2-XC00X,Silicon
924,EC-215-X020X-A-2-XC00X,Silicon
925,EC-215-X025X-A-2-XC00X,Silicon
926,EC-823-X025X-A-3-XC10X,Silicon
927,EC-823-X020X-A-3-XC10X,Silicon
928,EC-821-X050X-D-1-XD50X,D
929,EC-234-X015X-A-2-XC01X,Silicon
930,EC-234-X025X-A-2-XC01X,Silicon
931,EC-234-X020X-A-2-XC01X,Silicon
932,EC-234-X020X-C-2-XC01X,Gold
933,EC-821-X025X-F-1-XE50X,Aluminium
934,EC-823-X040X-A-2-XC10X,Silicon
935,EC-215-X065X-F-2-XE01X,Aluminium
936,EC-823-X050X-A-3-XC10X,Silicon
937,EC-823-X040X-A-3-XC10X,Silicon
938,EC-302-X080X-A-1-XC06X,Silicon
939,EC-823-X020X-A-1-XC10X,Silicon
940,EC-821-X032X-F-1-XE50X,Aluminium
941,EC-216-X020X-A-2-XC01X,Silicon
942,EC-216-X025X-A-2-XC01X,Silicon
943,EC-215-X125X-F-2-XE01X,Aluminium
944,EC-935-X040X-A-2-XB06X,Silicon
945,EC-302-X125X-A-1-XC06X,Silicon
946,EC-234-X080X-F-1-XE01X,Aluminium
947,EC-821-X100X-F-2-XE43X,Aluminium
948,EC-201-X010X-A-2-XC00X,Silicon
949,EC-234-X015X-C-2-XD01X,Gold
950,EC-823-X032X-A-1-XC10X,Silicon
951,EC-234-X025X-C-2-XD01X,Gold
952,EC-821-X080X-D-2-XD49X,D
953,EC-821-X065X-D-1-XD49X,D
954,EC-821-X040X-D-1-XD50X,D
955,EC-201-X025X-A-2-XC00X,Silicon
956,EC-201-X020X-A-2-XC00X,Silicon
957,EC-201-X015X-A-2-XC00X,Silicon
958,EC-823-X015X-A-2-XC10X,Silicon
959,EC-823-X050X-A-1-XC10X,Silicon
960,EC-821-X150X-F-2-XE43X,Aluminium
961,EC-302-X200X-A-2-XC06X,Silicon
962,EC-823-X015X-A-3-XC10X,Silicon
963,EC-821-X125X-F-2-XE43X,Aluminium
964,EC-215-X050X-F-1-XE01X,Aluminium
965,EC-823-X025X-A-4-XC10X,Silicon
966,EC-821-X065X-D-1-XD45X,D
967,EC-821-X080X-D-1-XD45X,D
968,EC-215-X100X-F-3-XE01X,Aluminium
969,EC-821-X025X-D-1-XD45X,D
970,EC-821-X032X-D-1-XD45X,D
971,EC-821-X040X-D-1-XD45X,D
972,EC-821-X050X-D-1-XD45X,D
973,EC-823-X040X-A-1-XC10X,Silicon
974,EC-823-X015X-A-1-XC10X,Silicon
975,EC-823-X025X-A-1-XC10X,Silicon
976,EC-235-X032X-C-1-XD01X,Gold
977,EC-215-X080X-F-2-XE01X,Aluminium
978,EC-821-X050X-F-1-XE50X,Aluminium
979,EC-302-X200X-A-1-XC06X,Silicon
980,EC-216-X050X-C-1-XD01X,Gold
981,EC-821-X065X-C-1-XD45X,Gold
982,EC-821-X100X-C-1-XD45X,Gold
983,EC-821-X125X-C-1-XD45X,Gold
984,EC-821-X020X-F-1-XE50X,Aluminium
985,EC-287-X032X-C-1-XD31X,Gold
986,EC-821-X040X-C-1-XD45X,Gold
987,EC-821-X080X-C-1-XD45X,Gold
988,EC-216-X032X-F-0-XE01X,Aluminium
989,EC-821-X065X-F-1-XE49X,Aluminium
990,EC-821-X100X-F-1-XE43X,Aluminium
991,EC-215-X080X-F-0-XE01X,Aluminium
992,EC-215-X025X-F-6-XE00X,Aluminium
993,EC-215-X065X-F-0-XE01X,Aluminium
994,EC-215-X032X-F-6-XE01X,Aluminium
995,EC-215-X065X-F-6-XE01X,Aluminium
996,EC-215-X080X-F-6-XE01X,Aluminium
997,EC-215-X040X-F-6-XE01X,Aluminium
998,EC-215-X050X-F-6-XE01X,Aluminium
999,EC-287-X025X-A-2-XC31X,Silicon
1000,EC-235-X025X-C-1-XD01X,Gold
1001,EC-821-X025X-C-1-XD45X,Gold
1002,EC-216-X025X-C-1-XD01X,Gold
1003,EC-215-X025X-F-6-XE01X,Aluminium
1004,EC-821-X065X-F-2-XE49X,Aluminium
1005,EC-302-X250X-A-2-XC06X,Silicon
1006,EC-215-X100X-F-0-XE01X,Aluminium
1007,EC-935-X150X-A-0-XB06X,Silicon
1008,EC-821-X050X-F-2-XE50X,Aluminium
1009,EC-240-X050X-A-4-XC01X,Silicon
1010,EC-630-X040X-A-9-XC01X,Silicon
1011,EC-630-X050X-A-5-XC01X,Silicon
1012,EC-630-X032X-A-3-XC01X,Silicon
1013,EC-240-X025X-A-3-XC01X,Silicon
1014,EC-240-X080X-A-2-XC01X,Silicon
1015,EC-240-X065X-A-4-XC01X,Silicon
1016,EC-240-X065X-A-8-XC01X,Silicon
1017,EC-240-X080X-A-1-XC01X,Silicon
1018,EC-240-X080X-A-6-XC01X,Silicon
1019,EC-240-X025X-A-6-XC01X,Silicon
1020,EC-240-X100X-A-4-XC01X,Silicon
1021,EC-240-X100X-A-3-XC01X,Silicon
1022,EC-240-X032X-A-5-XC01X,Silicon
1023,EC-240-X032X-A-4-XC01X,Silicon
1024,EC-630-X032X-A-7-XC01X,Silicon
1025,EC-240-X150X-A-3-XC01X,Silicon
1026,EC-240-X050X-A-5-XC01X,Silicon
1027,EC-240-X050X-A-2-XC01X,Silicon
1028,EC-630-X032X-F-4-XE01X,Aluminium
1029,EC-630-X050X-A-6-XC01X,Silicon
1030,EC-240-X025X-A-5-XC01X,Silicon
1031,EC-240-X040X-A-3-XC01X,Silicon
1032,EC-240-X040X-A-5-XC01X,Silicon
1033,EC-240-X040X-A-0-XC01X,Silicon
1034,EC-240-X050X-A-3-XC01X,Silicon
1035,EC-240-X050X-A-9-XC01X,Silicon
1036,EC-240-X050X-A-0-XC01X,Silicon
1037,EC-240-X050X-A-6-XC01X,Silicon
1038,EC-240-X050X-A-7-XC01X,Silicon
1039,EC-240-X150X-A-4-XC01X,Silicon
1040,EC-240-X150X-A-2-XC01X,Silicon
1041,EC-240-X040X-A-1-XC01X,Silicon
1042,EC-630-X040X-A-6-XC01X,Silicon
1043,EC-630-X040X-A-7-XC01X,Silicon
1044,EC-630-X040X-A-8-XC01X,Silicon
1045,EC-630-X025X-A-1-XC01X,Silicon
1046,EC-630-X025X-A-6-XC01X,Silicon
1047,EC-630-X032X-A-6-XC01X,Silicon
1048,EC-630-X032X-A-9-XC01X,Silicon
1049,EC-240-X125X-A-1-XC01X,Silicon
1050,EC-781-X015X-H-2-XC01X,Lead
1051,EC-781-X015X-H-1-XC01X,Lead
1052,EC-240-X080X-A-0-XC01X,Silicon
1053,EC-240-X080X-A-5-XC01X,Silicon
1054,EC-240-X050X-A-1-XC01X,Silicon
1055,EC-240-X150X-A-6-XC01X,Silicon
1056,EC-630-X025X-A-0-XC01X,Silicon
1057,EC-781-X015X-H-5-XC01X,Lead
1058,EC-240-X150X-A-5-XC01X,Silicon
1059,EC-240-X125X-A-5-XC01X,Silicon
1060,EC-240-X025X-A-4-XC01X,Silicon
1061,EC-240-X032X-A-3-XC01X,Silicon
1062,EC-240-X025X-A-1-XC01X,Silicon
1063,EC-630-X025X-A-8-XC01X,Silicon
1064,EC-240-X032X-A-6-XC01X,Silicon
1065,EC-630-X050X-A-3-XC01X,Silicon
1066,EC-630-X050X-A-4-XC01X,Silicon
1067,EC-240-X080X-A-7-XC01X,Silicon
1068,EC-240-X032X-A-7-XC01X,Silicon
1069,EC-240-X080X-A-4-XC01X,Silicon
1070,EC-240-X080X-A-3-XC01X,Silicon
1071,EC-630-X032X-F-3-XE01X,Aluminium
1072,EC-240-X032X-A-2-XC01X,Silicon
1073,EC-781-X020X-H-5-XC01X,Lead
1074,EC-781-X025X-H-3-XC01X,Lead
1075,EC-234-X025X-A-4-XC01X,Silicon
1076,EC-234-X040X-A-4-XC01X,Silicon
1077,EC-234-X050X-A-4-XC01X,Silicon
1078,EC-287-X020X-A-2-XC31X,Silicon
1079,EC-823-X025X-A-2-XC10X,Silicon
1080,EC-287-X015X-F-1-XE31X,Aluminium
1081,EC-823-X020X-A-2-XC10X,Silicon
1082,EC-234-X015X-A-4-XC01X,Silicon
1083,EC-234-X032X-A-4-XC01X,Silicon
1084,EC-234-X080X-A-4-XC01X,Silicon
1085,EC-234-X100X-A-4-XC01X,Silicon
1086,EC-234-X150X-A-4-XC04X,Silicon
1087,EC-234-X020X-A-3-XC01X,Silicon
1088,EC-234-X025X-A-3-XC01X,Silicon
1089,EC-234-X040X-A-3-XC01X,Silicon
1090,EC-234-X020X-A-4-XC01X,Silicon
1091,EC-234-X065X-A-4-XC01X,Silicon
1092,EC-234-X200X-A-3-XC04X,Silicon
1093,EC-234-X020X-C-2-XD01X,Gold
1094,EC-823-X032X-A-2-XC10X,Silicon
1095,EC-215-X200X-F-1-XE04X,Aluminium
1096,EC-287-X025X-F-1-XE31X,Aluminium
1097,EC-823-X020X-A-5-XC10X,Silicon
1098,EC-287-X015X-A-2-XC31X,Silicon
1099,EC-215-X032X-F-2-XE01X,Aluminium
1100,EC-287-X020X-F-1-XE31X,Aluminium
1101,EC-234-X015X-A-3-XC01X,Silicon
1102,EC-287-X040X-F-1-XE31X,Aluminium
1103,EC-287-X065X-F-1-XE31X,Aluminium
1104,EC-234-X125X-A-4-XC01X,Silicon
1105,EC-823-X025X-A-5-XC10X,Silicon
1106,EC-287-X050X-F-2-XE31X,Aluminium
1107,EC-287-X100X-F-1-XE31X,Aluminium
1108,EC-823-X065X-A-1-XC10X,Silicon
1109,EC-287-X080X-F-1-XE31X,Aluminium
1110,EC-215-X015X-F-6-XE01X,Aluminium
1111,EC-215-X125X-F-0-XD04X,Aluminium
1112,EC-234-X150X-A-1-XC04X,Silicon
1113,EC-823-X020X-A-1-XC08X,Silicon
1114,EC-215-X020X-F-6-XE01X,Aluminium
1115,EC-240-X020X-A-2-XC01X,Silicon
1116,EC-630-X025X-A-9-XC01X,Silicon
1117,EC-630-X032X-A-5-XC01X,Silicon
1118,EC-630-X020X-A-2-XC01X,Silicon
1119,EC-630-X025X-A-5-XC01X,Silicon
1120,EC-240-X025X-A-2-XC01X,Silicon
1121,EC-240-X040X-A-2-XC01X,Silicon
